Age,Country of Birth,Gender,Employment Status,Average Drinks per Day
33,Australia,Non-Binary,Full-Time,2.5
66,India,Female,Part-Time,0.5
22,India,Male,Self-Employed,8.8
60,India,Non-Binary,Self-Employed,0.3
19,Australia,Non-Binary,Full-Time,2.6
66,Canada,Male,Unemployed,3.5
39,Mexico,Male,Self-Employed,2.9
52,Germany,Male,Unemployed,5.1
33,China,Non-Binary,Full-Time,0.6
19,China,Male,Full-Time,1.6
63,China,Female,Part-Time,0.3
65,Mexico,Female,Part-Time,1.8
20,China,Male,Part-Time,1.1
63,Mexico,Non-Binary,Full-Time,2.3
28,India,Non-Binary,Part-Time,0.1
72,Canada,Non-Binary,Full-Time,2.8
73,Australia,Female,Full-Time,1.4
73,United States,Male,Full-Time,1.2
32,Mexico,Non-Binary,Self-Employed,1.3
19,China,Non-Binary,Unemployed,0.1
48,United States,Female,Self-Employed,3.6
43,Germany,Male,Full-Time,0.9
52,Australia,Male,Self-Employed,1.7
24,Germany,Non-Binary,Part-Time,0.3
42,Germany,Male,Full-Time,3.1
72,Mexico,Male,Unemployed,3.2
77,Germany,Male,Self-Employed,1.6
50,Germany,Female,Full-Time,1.5
79,United States,Male,Self-Employed,1.5
72,Australia,Female,Unemployed,0.6
79,Canada,Female,Full-Time,1.7
34,Mexico,Non-Binary,Part-Time,0.3
47,China,Non-Binary,Unemployed,1.8
50,Germany,Female,Unemployed,4.2
74,United States,Male,Unemployed,5.7
47,India,Male,Part-Time,0.9
68,Mexico,Non-Binary,Part-Time,2.1
26,Australia,Non-Binary,Part-Time,0.7
56,Mexico,Non-Binary,Unemployed,1.7
52,Australia,Female,Self-Employed,0.0
66,China,Male,Full-Time,3.9
72,Canada,Male,Part-Time,1.6
77,Mexico,Female,Unemployed,3.8
54,Australia,Non-Binary,Unemployed,1.8
29,United States,Non-Binary,Full-Time,1.0
66,Germany,Non-Binary,Full-Time,1.4
35,Australia,Male,Full-Time,3.0
24,Mexico,Male,Unemployed,0.9
55,Canada,Female,Part-Time,0.1
24,Germany,Female,Self-Employed,1.9
44,Germany,Non-Binary,Self-Employed,0.2
58,United States,Non-Binary,Self-Employed,0.2
21,China,Male,Part-Time,4.7
60,Canada,Non-Binary,Full-Time,4.6
47,Canada,Male,Unemployed,2.2
48,Germany,Female,Part-Time,0.6
59,Mexico,Female,Self-Employed,0.1
48,China,Female,Full-Time,1.1
34,United States,Female,Unemployed,13.4
71,Canada,Male,Full-Time,8.7
68,Canada,Male,Part-Time,1.1
54,China,Female,Full-Time,1.4
60,India,Male,Full-Time,3.6
32,India,Male,Part-Time,4.3
73,China,Male,Full-Time,9.9
71,Australia,Female,Unemployed,3.9
79,Canada,Non-Binary,Unemployed,0.6
50,Germany,Female,Part-Time,0.0
32,Australia,Non-Binary,Unemployed,1.3
24,United States,Non-Binary,Part-Time,1.5
28,Canada,Non-Binary,Unemployed,1.0
74,Canada,Male,Self-Employed,5.4
75,Mexico,Female,Self-Employed,0.4
79,United States,Non-Binary,Unemployed,2.7
42,United States,Female,Self-Employed,2.5
47,United States,Male,Part-Time,0.2
41,Mexico,Non-Binary,Part-Time,2.1
78,Mexico,Non-Binary,Full-Time,0.8
62,Germany,Non-Binary,Unemployed,0.2
63,United States,Female,Unemployed,0.7
70,Mexico,Female,Unemployed,0.5
38,Canada,Male,Part-Time,2.1
33,Australia,Female,Part-Time,0.3
61,United States,Male,Full-Time,0.2
29,Mexico,Non-Binary,Unemployed,8.2
61,Canada,Male,Unemployed,0.5
20,Mexico,Female,Full-Time,0.0
24,Canada,Non-Binary,Part-Time,0.0
29,India,Female,Self-Employed,0.0
49,Germany,Non-Binary,Full-Time,1.0
31,China,Non-Binary,Self-Employed,0.2
71,Australia,Non-Binary,Unemployed,0.0
26,China,Female,Full-Time,0.5
32,Canada,Male,Self-Employed,5.4
41,Canada,Non-Binary,Full-Time,0.4
48,Canada,Male,Unemployed,2.0
35,India,Male,Full-Time,1.0
28,Australia,Female,Full-Time,1.5
45,Canada,Non-Binary,Full-Time,0.5
70,Germany,Male,Full-Time,1.2
30,Germany,Female,Unemployed,0.1
32,China,Male,Full-Time,4.7
74,Canada,Non-Binary,Self-Employed,0.4
33,Canada,Non-Binary,Self-Employed,7.2
20,Mexico,Male,Full-Time,5.8
41,Canada,Non-Binary,Full-Time,2.0
55,India,Female,Self-Employed,1.5
20,India,Non-Binary,Full-Time,0.0
23,Mexico,Male,Part-Time,12.9
71,Mexico,Non-Binary,Full-Time,0.3
62,Germany,Non-Binary,Part-Time,1.9
35,Canada,Female,Full-Time,1.9
53,Germany,Male,Full-Time,0.0
42,Mexico,Non-Binary,Part-Time,0.3
61,Canada,Male,Part-Time,0.6
20,United States,Non-Binary,Full-Time,0.5
75,Canada,Non-Binary,Part-Time,1.1
50,United States,Male,Full-Time,5.1
36,Canada,Male,Full-Time,2.6
69,Germany,Female,Unemployed,1.9
63,Mexico,Female,Full-Time,0.4
78,Australia,Female,Self-Employed,0.5
78,China,Non-Binary,Self-Employed,2.1
44,United States,Female,Unemployed,6.3
18,Canada,Female,Self-Employed,0.4
62,India,Female,Self-Employed,0.3
76,China,Female,Part-Time,1.1
27,Mexico,Male,Self-Employed,9.7
76,Germany,Non-Binary,Self-Employed,0.2
62,China,Non-Binary,Part-Time,0.9
77,China,Non-Binary,Part-Time,3.0
29,Canada,Female,Self-Employed,0.5
56,Germany,Male,Part-Time,0.8
31,China,Non-Binary,Self-Employed,2.1
66,Mexico,Female,Unemployed,7.0
37,Germany,Non-Binary,Full-Time,1.5
77,India,Non-Binary,Self-Employed,2.8
40,Mexico,Non-Binary,Full-Time,7.7
23,China,Non-Binary,Unemployed,2.9
77,Germany,Male,Full-Time,12.0
32,Australia,Non-Binary,Self-Employed,0.4
64,Germany,Non-Binary,Unemployed,1.4
48,Australia,Female,Unemployed,1.3
31,Germany,Male,Self-Employed,4.2
68,India,Non-Binary,Self-Employed,0.1
46,United States,Female,Unemployed,3.3
66,China,Non-Binary,Part-Time,0.2
31,Germany,Female,Unemployed,4.7
29,Germany,Non-Binary,Unemployed,9.2
51,United States,Female,Unemployed,0.7
36,China,Female,Full-Time,3.0
66,Australia,Non-Binary,Full-Time,1.4
26,Germany,Male,Part-Time,0.9
36,China,Female,Part-Time,0.6
38,Australia,Female,Part-Time,1.9
27,United States,Female,Full-Time,2.0
75,China,Female,Self-Employed,5.2
72,India,Female,Unemployed,0.5
67,China,Non-Binary,Unemployed,0.7
70,Australia,Non-Binary,Part-Time,1.5
35,Germany,Non-Binary,Full-Time,1.5
47,Germany,Female,Self-Employed,0.2
26,India,Male,Self-Employed,0.3
54,Canada,Non-Binary,Full-Time,0.6
45,Germany,Male,Unemployed,0.4
32,United States,Female,Self-Employed,2.3
48,Australia,Female,Part-Time,1.9
56,Mexico,Non-Binary,Unemployed,0.7
38,Canada,Non-Binary,Part-Time,4.6
32,Australia,Female,Full-Time,2.4
66,India,Female,Self-Employed,5.5
50,Mexico,Female,Part-Time,0.7
33,India,Male,Unemployed,5.9
68,India,Non-Binary,Full-Time,0.3
29,Germany,Non-Binary,Unemployed,3.5
36,Mexico,Male,Full-Time,18.1
73,United States,Female,Self-Employed,1.5
18,Australia,Female,Full-Time,3.5
80,Germany,Female,Unemployed,1.2
51,Mexico,Male,Full-Time,2.4
73,United States,Male,Self-Employed,4.2
35,Germany,Non-Binary,Self-Employed,6.8
53,China,Female,Self-Employed,1.8
37,United States,Female,Part-Time,1.4
67,China,Non-Binary,Part-Time,5.5
35,United States,Male,Unemployed,0.3
34,Germany,Non-Binary,Part-Time,0.6
53,Mexico,Non-Binary,Self-Employed,0.5
50,United States,Female,Full-Time,5.6
76,Germany,Female,Part-Time,0.5
26,Canada,Non-Binary,Full-Time,2.5
61,Canada,Male,Unemployed,5.1
71,Germany,Male,Unemployed,1.1
45,Mexico,Female,Full-Time,0.8
35,Canada,Female,Self-Employed,1.3
44,Mexico,Male,Full-Time,0.7
67,United States,Male,Unemployed,0.2
63,Canada,Non-Binary,Self-Employed,0.4
47,Germany,Female,Full-Time,4.4
57,United States,Female,Full-Time,0.5
24,Mexico,Non-Binary,Self-Employed,1.3
27,Mexico,Female,Self-Employed,1.3
52,Germany,Non-Binary,Self-Employed,2.0
31,United States,Non-Binary,Self-Employed,0.2
63,China,Non-Binary,Part-Time,0.2
21,India,Male,Full-Time,4.4
46,Canada,Female,Unemployed,0.2
52,China,Non-Binary,Part-Time,0.6
75,Mexico,Male,Unemployed,0.6
45,Australia,Male,Part-Time,0.3
67,Germany,Non-Binary,Self-Employed,0.1
26,Mexico,Non-Binary,Unemployed,2.0
20,Australia,Male,Self-Employed,2.6
56,India,Non-Binary,Full-Time,8.8
76,United States,Female,Unemployed,0.1
51,Mexico,Non-Binary,Unemployed,0.4
68,India,Male,Part-Time,0.0
73,Mexico,Non-Binary,Full-Time,0.4
43,India,Female,Self-Employed,0.4
62,Germany,Female,Part-Time,0.3
74,Germany,Non-Binary,Unemployed,6.7
61,Canada,Male,Self-Employed,5.3
19,India,Male,Part-Time,0.7
20,Australia,Female,Full-Time,0.1
58,China,Non-Binary,Full-Time,2.7
56,Germany,Non-Binary,Unemployed,0.1
21,Canada,Male,Part-Time,1.2
60,China,Non-Binary,Part-Time,0.9
50,Mexico,Female,Full-Time,2.3
47,China,Non-Binary,Self-Employed,0.6
42,China,Female,Part-Time,0.3
68,India,Non-Binary,Full-Time,2.2
44,United States,Male,Unemployed,0.4
47,Germany,Male,Self-Employed,0.1
28,Canada,Non-Binary,Unemployed,4.2
26,United States,Female,Full-Time,0.0
51,Mexico,Non-Binary,Part-Time,0.0
73,Mexico,Non-Binary,Part-Time,1.8
48,Canada,Female,Part-Time,0.5
59,Mexico,Female,Part-Time,0.8
63,United States,Female,Unemployed,2.2
50,Mexico,Non-Binary,Unemployed,1.8
42,Canada,Female,Unemployed,5.1
24,Mexico,Male,Part-Time,0.5
40,India,Male,Full-Time,7.0
71,Mexico,Female,Part-Time,0.9
73,India,Non-Binary,Self-Employed,1.3
25,China,Male,Full-Time,1.8
51,Germany,Non-Binary,Unemployed,4.8
48,United States,Female,Part-Time,2.2
44,United States,Non-Binary,Full-Time,1.3
37,India,Non-Binary,Unemployed,7.2
34,Canada,Non-Binary,Unemployed,0.7
28,Germany,Male,Self-Employed,4.8
53,Canada,Non-Binary,Part-Time,7.7
56,Canada,Male,Part-Time,9.1
44,Germany,Female,Self-Employed,0.3
59,China,Male,Unemployed,11.9
43,Australia,Male,Part-Time,4.3
41,Canada,Non-Binary,Full-Time,1.3
26,China,Female,Full-Time,1.4
63,Mexico,Non-Binary,Self-Employed,2.0
25,Mexico,Male,Part-Time,0.7
20,China,Male,Self-Employed,1.4
60,India,Male,Full-Time,3.0
34,Germany,Non-Binary,Full-Time,3.0
34,China,Female,Self-Employed,0.5
33,Australia,Non-Binary,Full-Time,3.9
40,China,Non-Binary,Part-Time,0.2
34,Mexico,Non-Binary,Part-Time,0.2
42,Germany,Female,Part-Time,1.3
61,Canada,Female,Full-Time,1.1
58,China,Male,Unemployed,3.4
70,China,Female,Part-Time,2.3
52,United States,Female,Unemployed,5.4
56,Mexico,Female,Self-Employed,1.1
29,Mexico,Male,Self-Employed,2.5
60,Australia,Non-Binary,Unemployed,0.6
47,China,Female,Part-Time,0.2
45,United States,Male,Part-Time,0.1
21,Mexico,Male,Part-Time,1.0
25,India,Male,Unemployed,2.9
37,United States,Male,Unemployed,2.5
77,China,Male,Part-Time,0.4
33,Mexico,Non-Binary,Part-Time,0.4
75,India,Male,Full-Time,1.0
21,Australia,Female,Part-Time,1.1
53,Canada,Non-Binary,Part-Time,0.2
72,Mexico,Female,Full-Time,0.8
79,Mexico,Male,Full-Time,1.7
68,United States,Female,Self-Employed,0.5
62,Mexico,Female,Full-Time,1.0
20,Australia,Non-Binary,Self-Employed,0.3
50,United States,Male,Part-Time,0.6
43,United States,Female,Part-Time,1.4
19,Canada,Non-Binary,Self-Employed,0.5
80,India,Female,Unemployed,0.4
35,United States,Female,Unemployed,0.8
37,China,Female,Full-Time,0.4
40,Germany,Female,Self-Employed,1.2
29,Germany,Female,Part-Time,6.5
78,United States,Female,Self-Employed,1.4
25,United States,Non-Binary,Part-Time,0.4
26,Germany,Male,Unemployed,4.4
61,United States,Female,Unemployed,0.5
55,China,Non-Binary,Full-Time,0.7
48,United States,Female,Unemployed,2.5
25,China,Female,Full-Time,0.9
66,China,Female,Part-Time,1.0
67,Mexico,Male,Part-Time,1.5
79,Canada,Female,Full-Time,0.5
48,China,Male,Unemployed,0.5
42,United States,Female,Unemployed,1.9
79,Mexico,Male,Self-Employed,2.8
32,India,Male,Self-Employed,0.9
68,Germany,Non-Binary,Self-Employed,1.6
60,China,Male,Part-Time,9.4
77,United States,Male,Unemployed,7.2
55,Australia,Female,Full-Time,0.2
70,Mexico,Non-Binary,Part-Time,2.5
25,Mexico,Male,Self-Employed,6.9
32,United States,Non-Binary,Self-Employed,1.3
28,India,Female,Full-Time,0.2
24,India,Non-Binary,Unemployed,4.6
23,India,Non-Binary,Part-Time,3.1
24,United States,Female,Full-Time,0.3
54,Mexico,Female,Self-Employed,0.9
41,China,Non-Binary,Part-Time,2.2
59,China,Non-Binary,Full-Time,2.3
60,United States,Male,Full-Time,2.3
33,India,Female,Part-Time,1.2
71,United States,Male,Full-Time,2.2
32,United States,Non-Binary,Part-Time,0.9
42,China,Non-Binary,Full-Time,1.7
59,United States,Male,Full-Time,1.1
38,Mexico,Male,Full-Time,24.2
32,Mexico,Female,Part-Time,3.3
61,Mexico,Female,Part-Time,1.0
55,Australia,Male,Full-Time,2.8
49,United States,Male,Part-Time,0.1
36,United States,Female,Self-Employed,0.2
76,Australia,Male,Part-Time,13.6
53,Canada,Non-Binary,Unemployed,3.8
72,Germany,Male,Full-Time,5.3
74,Germany,Male,Unemployed,9.4
34,China,Male,Full-Time,1.7
29,Canada,Female,Unemployed,0.4
26,Mexico,Male,Unemployed,3.9
62,Australia,Non-Binary,Part-Time,2.5
36,China,Non-Binary,Self-Employed,1.4
62,Germany,Male,Unemployed,6.3
27,Mexico,Female,Full-Time,0.4
32,Canada,Male,Self-Employed,4.8
63,Australia,Non-Binary,Part-Time,0.3
47,United States,Non-Binary,Full-Time,0.1
48,Germany,Female,Full-Time,4.7
56,Australia,Female,Unemployed,3.3
39,United States,Male,Part-Time,1.6
62,United States,Non-Binary,Self-Employed,0.0
62,Germany,Non-Binary,Unemployed,2.0
43,India,Male,Self-Employed,0.1
66,China,Female,Unemployed,1.3
49,India,Female,Self-Employed,5.4
51,Canada,Female,Part-Time,6.5
53,China,Female,Part-Time,0.7
63,United States,Male,Part-Time,0.7
20,China,Non-Binary,Self-Employed,1.4
32,United States,Male,Part-Time,1.2
79,United States,Male,Self-Employed,1.9
29,Canada,Female,Self-Employed,4.5
44,Australia,Male,Self-Employed,1.3
30,Germany,Non-Binary,Self-Employed,1.7
56,Germany,Female,Unemployed,3.1
60,Canada,Non-Binary,Self-Employed,1.7
60,Canada,Non-Binary,Full-Time,1.4
62,Mexico,Female,Self-Employed,2.9
41,India,Male,Part-Time,0.5
25,Canada,Male,Self-Employed,0.2
34,Canada,Non-Binary,Self-Employed,5.1
68,Germany,Female,Part-Time,0.8
31,China,Non-Binary,Full-Time,3.5
66,Germany,Female,Full-Time,0.1
61,Australia,Non-Binary,Unemployed,2.6
45,Mexico,Non-Binary,Self-Employed,0.1
27,Germany,Female,Unemployed,1.5
31,Canada,Female,Part-Time,0.6
19,Mexico,Male,Self-Employed,0.2
76,India,Male,Part-Time,2.0
78,Australia,Non-Binary,Full-Time,0.1
50,India,Non-Binary,Self-Employed,6.0
66,India,Non-Binary,Full-Time,1.2
58,Germany,Male,Part-Time,0.4
26,India,Male,Part-Time,0.7
69,Germany,Male,Full-Time,3.0
58,Canada,Non-Binary,Unemployed,5.3
36,Australia,Non-Binary,Full-Time,2.6
28,China,Male,Part-Time,1.8
46,Australia,Female,Self-Employed,0.2
69,Australia,Male,Unemployed,0.2
53,India,Female,Full-Time,0.4
69,India,Non-Binary,Unemployed,4.8
78,India,Male,Full-Time,1.2
31,United States,Female,Unemployed,6.5
27,Canada,Non-Binary,Full-Time,2.2
67,Mexico,Male,Full-Time,1.1
25,Germany,Female,Self-Employed,4.2
40,United States,Female,Unemployed,1.1
60,Mexico,Female,Unemployed,6.5
71,Australia,Male,Unemployed,4.9
68,Australia,Male,Part-Time,0.6
42,Canada,Female,Part-Time,0.3
52,United States,Female,Full-Time,2.8
23,United States,Male,Unemployed,3.2
64,United States,Male,Part-Time,0.7
31,Germany,Non-Binary,Unemployed,3.4
53,Canada,Male,Part-Time,3.0
21,Mexico,Male,Unemployed,1.2
78,United States,Female,Part-Time,1.0
59,Mexico,Female,Self-Employed,1.0
72,United States,Male,Part-Time,1.4
27,China,Non-Binary,Unemployed,1.0
69,Australia,Non-Binary,Unemployed,3.1
55,Germany,Male,Part-Time,3.8
57,Mexico,Female,Full-Time,0.5
39,Australia,Non-Binary,Unemployed,2.3
69,Australia,Female,Part-Time,0.2
60,China,Non-Binary,Self-Employed,0.5
21,China,Male,Full-Time,0.3
80,India,Female,Unemployed,4.7
54,Australia,Female,Full-Time,0.6
75,Australia,Female,Part-Time,1.6
80,Canada,Non-Binary,Part-Time,2.0
48,China,Non-Binary,Part-Time,1.1
80,China,Female,Full-Time,0.0
48,Canada,Female,Full-Time,0.5
80,Germany,Female,Self-Employed,0.4
63,Mexico,Non-Binary,Full-Time,4.4
22,Australia,Non-Binary,Full-Time,2.5
24,United States,Male,Part-Time,2.6
18,United States,Male,Unemployed,4.8
72,Germany,Non-Binary,Full-Time,0.6
37,Mexico,Male,Part-Time,1.7
43,India,Female,Part-Time,1.1
63,Australia,Female,Self-Employed,0.9
42,Germany,Non-Binary,Unemployed,1.6
28,Germany,Non-Binary,Full-Time,0.5
29,United States,Male,Unemployed,4.7
54,Canada,Female,Self-Employed,1.8
41,India,Non-Binary,Self-Employed,2.8
32,India,Non-Binary,Self-Employed,1.2
77,India,Non-Binary,Full-Time,1.2
48,Germany,Female,Part-Time,0.8
23,Canada,Female,Part-Time,0.8
40,Australia,Non-Binary,Unemployed,0.1
78,Australia,Non-Binary,Part-Time,1.2
50,China,Female,Unemployed,0.1
40,Mexico,Female,Unemployed,1.7
69,China,Male,Full-Time,0.7
68,Australia,Female,Unemployed,1.7
34,United States,Female,Part-Time,3.1
69,United States,Female,Part-Time,0.1
61,Australia,Male,Full-Time,1.2
54,United States,Non-Binary,Unemployed,1.8
77,China,Non-Binary,Unemployed,1.2
21,Mexico,Non-Binary,Part-Time,1.3
46,China,Male,Self-Employed,1.6
67,Australia,Non-Binary,Unemployed,0.2
75,Germany,Female,Part-Time,1.6
47,China,Female,Full-Time,1.1
29,Canada,Non-Binary,Unemployed,3.1
75,Germany,Male,Full-Time,0.0
66,China,Male,Part-Time,0.8
52,Germany,Male,Part-Time,0.2
36,India,Male,Part-Time,3.1
80,China,Non-Binary,Part-Time,1.3
72,Canada,Male,Unemployed,0.6
75,Mexico,Non-Binary,Self-Employed,0.6
57,United States,Male,Self-Employed,4.5
56,Mexico,Non-Binary,Unemployed,5.9
80,India,Male,Full-Time,3.3
25,India,Female,Unemployed,0.2
48,Mexico,Non-Binary,Unemployed,0.7
40,United States,Male,Self-Employed,10.7
72,Germany,Female,Part-Time,0.4
45,Canada,Male,Full-Time,0.1
52,India,Female,Full-Time,0.8
61,Germany,Male,Part-Time,8.1
51,United States,Female,Self-Employed,2.3
70,Australia,Male,Unemployed,3.9
69,China,Female,Self-Employed,2.0
62,Canada,Non-Binary,Unemployed,0.1
55,Germany,Male,Part-Time,3.4
63,Germany,Male,Part-Time,5.8
74,Australia,Female,Unemployed,5.5
43,United States,Female,Unemployed,0.1
33,India,Non-Binary,Full-Time,4.1
77,United States,Female,Part-Time,1.7
43,China,Non-Binary,Full-Time,1.0
42,Canada,Male,Self-Employed,20.8
18,Germany,Female,Part-Time,0.7
65,Australia,Male,Self-Employed,2.3
24,India,Female,Unemployed,1.5
80,India,Male,Self-Employed,2.2
61,Germany,Non-Binary,Full-Time,9.1
56,India,Non-Binary,Unemployed,1.6
22,China,Male,Full-Time,0.6
68,Mexico,Male,Full-Time,2.9
57,Germany,Male,Part-Time,2.9
70,Australia,Non-Binary,Self-Employed,4.5
43,Mexico,Male,Part-Time,0.3
51,Mexico,Non-Binary,Unemployed,0.8
49,Australia,Non-Binary,Self-Employed,0.0
19,China,Female,Full-Time,0.3
28,Germany,Female,Full-Time,0.2
66,Australia,Non-Binary,Self-Employed,0.3
35,India,Female,Part-Time,1.6
67,Mexico,Female,Full-Time,0.1
71,Australia,Male,Part-Time,2.8
19,China,Non-Binary,Full-Time,0.2
54,United States,Non-Binary,Unemployed,4.9
76,United States,Male,Self-Employed,0.4
57,Mexico,Male,Self-Employed,4.2
30,Canada,Male,Full-Time,3.2
78,Mexico,Non-Binary,Unemployed,0.2
37,India,Female,Full-Time,2.8
42,Australia,Female,Full-Time,1.3
43,Germany,Non-Binary,Full-Time,1.2
68,India,Male,Part-Time,0.1
45,Canada,Non-Binary,Self-Employed,1.6
52,India,Non-Binary,Unemployed,5.4
20,Germany,Female,Full-Time,0.2
65,Australia,Non-Binary,Full-Time,0.1
74,Canada,Non-Binary,Part-Time,1.6
38,India,Male,Part-Time,0.7
72,India,Non-Binary,Unemployed,1.0
71,Canada,Non-Binary,Unemployed,5.2
45,Germany,Female,Full-Time,1.0
80,India,Non-Binary,Self-Employed,0.4
32,China,Female,Part-Time,3.7
19,Germany,Female,Unemployed,1.2
77,United States,Male,Unemployed,0.3
18,China,Male,Part-Time,0.9
80,Australia,Male,Self-Employed,1.5
24,Australia,Non-Binary,Full-Time,0.9
79,Australia,Non-Binary,Self-Employed,0.1
28,Mexico,Male,Self-Employed,1.1
72,India,Non-Binary,Unemployed,1.4
73,Australia,Female,Full-Time,0.4
27,China,Female,Self-Employed,3.8
43,United States,Female,Self-Employed,0.6
20,China,Female,Self-Employed,1.2
37,China,Non-Binary,Unemployed,0.1
77,China,Male,Part-Time,2.1
80,India,Non-Binary,Full-Time,0.1
47,Australia,Non-Binary,Part-Time,0.9
24,India,Female,Self-Employed,1.2
30,Germany,Male,Self-Employed,5.3
49,Mexico,Non-Binary,Self-Employed,3.0
50,Canada,Male,Full-Time,0.4
79,Mexico,Female,Unemployed,2.4
49,Mexico,Non-Binary,Part-Time,2.7
39,Canada,Female,Full-Time,1.7
54,Germany,Non-Binary,Full-Time,2.1
47,Germany,Non-Binary,Unemployed,1.9
67,United States,Non-Binary,Full-Time,0.0
34,India,Female,Full-Time,1.2
39,China,Female,Unemployed,1.4
62,Germany,Male,Unemployed,1.3
23,Canada,Male,Part-Time,0.1
24,Mexico,Non-Binary,Unemployed,5.3
55,United States,Male,Part-Time,1.6
72,United States,Male,Self-Employed,1.6
48,Germany,Non-Binary,Full-Time,2.3
67,India,Non-Binary,Part-Time,4.1
24,Mexico,Male,Full-Time,2.8
46,India,Male,Full-Time,10.7
64,Canada,Male,Self-Employed,0.6
31,Australia,Female,Unemployed,0.2
48,Australia,Female,Unemployed,4.3
54,United States,Male,Part-Time,2.0
70,United States,Female,Self-Employed,0.9
75,India,Male,Unemployed,1.4
26,United States,Non-Binary,Part-Time,2.5
55,Germany,Female,Part-Time,4.6
32,Australia,Female,Self-Employed,1.6
24,Canada,Non-Binary,Self-Employed,2.4
31,Germany,Male,Part-Time,1.4
37,Australia,Female,Full-Time,0.0
78,United States,Non-Binary,Unemployed,2.7
50,China,Female,Unemployed,3.6
31,Germany,Female,Full-Time,4.1
78,United States,Non-Binary,Full-Time,0.5
45,United States,Female,Self-Employed,0.3
38,Germany,Female,Unemployed,5.9
23,Mexico,Male,Unemployed,0.5
36,India,Non-Binary,Self-Employed,1.9
64,Canada,Male,Part-Time,2.0
40,United States,Non-Binary,Unemployed,1.8
52,Canada,Female,Self-Employed,1.5
23,Canada,Female,Self-Employed,1.4
73,Mexico,Female,Unemployed,1.4
36,Australia,Female,Unemployed,7.3
62,Australia,Male,Part-Time,3.7
76,Mexico,Male,Self-Employed,2.9
59,China,Non-Binary,Full-Time,2.9
66,Australia,Male,Full-Time,1.4
47,China,Female,Full-Time,1.0
52,United States,Male,Part-Time,0.2
63,Australia,Non-Binary,Self-Employed,0.2
65,Canada,Non-Binary,Full-Time,3.1
62,India,Female,Part-Time,3.9
29,United States,Male,Unemployed,2.4
23,Australia,Male,Self-Employed,0.2
41,India,Non-Binary,Self-Employed,3.5
